"","B","M"
"63",0.965751486546488,0.0342485134535122
"64",0.00283182741579002,0.99716817258421
"65",0.999840146041352,0.000159853958647926
"66",0.0131040128521394,0.986895987147861
"67",0.983461096625035,0.0165389033749653
"68",0.98175205722633,0.01824794277367
"69",0.999565392487573,0.00043460751242741
"70",0.781664549899253,0.218335450100747
"71",0.99899773027965,0.00100226972035045
"72",0.966279314233698,0.0337206857663024
"73",0.000592876787009922,0.99940712321299
"74",0.577692019880025,0.422307980119975
"75",0.006690802990581,0.993309197009419
"76",0.228620114875936,0.771379885124064
"77",0.996851765765804,0.00314823423419641
"78",0.00401573030367319,0.995984269696327
"79",0.999589154287796,0.000410845712203511
"80",0.99990010585769,9.98941423098199e-05
"81",5.16388407384438e-05,0.999948361159262
"82",0.979985566424145,0.0200144335758545
"83",0.998322313173792,0.0016776868262075
"84",0.990884839850499,0.00911516014950053
"85",0.99984266782357,0.000157332176429992
"86",0.999941326592214,5.86734077857587e-05
"87",0.999941817086469,5.81829135312129e-05
"88",0.995966814455416,0.00403318554458365
"89",0.999217091451019,0.000782908548980776
"90",0.999828386088474,0.000171613911525759
"91",0.000352773009915208,0.999647226990085
"92",0.951215386698725,0.0487846133012754
"93",0.999962736485666,3.7263514334418e-05
"94",0.999126560425156,0.00087343957484376
"95",0.999812258887276,0.000187741112724016
"96",0.00985730541894381,0.990142694581056
"97",0.00175701897179747,0.998242981028203
"98",0.949551293972615,0.0504487060273854
"99",0.997567661601052,0.00243233839894808
"100",0.000217486544977774,0.999782513455022
"101",6.43225709029416e-05,0.999935677429097
"102",0.994021240486749,0.00597875951325066
"103",0.999272274728536,0.00072772527146403
"104",0.99868677887224,0.00131322112775989
"105",0.992067277396687,0.00793272260331301
"106",0.999658036884813,0.000341963115187305
"107",0.997575424426718,0.00242457557328224
"108",0.957772702002754,0.0422272979972461
"109",0.988219979977793,0.0117800200222073
"110",0.9985211952666,0.00147880473339967
"111",0.942778223497049,0.0572217765029511
"112",0.985730173865684,0.0142698261343157
"113",0.695203917869556,0.304796082130444
"114",0.99901626834262,0.000983731657379971
"115",0.864799929368434,0.135200070631566
"116",0.999641104298418,0.000358895701582207
"117",0.788794947606566,0.211205052393434
"118",0.00242769469200232,0.997572305307998
"119",0.935628870221653,0.0643711297783471
"120",0.955453166328368,0.0445468336716317
"121",0.957060609763544,0.0429393902364558
"122",0.974597785321479,0.0254022146785213
"123",0.984687699592392,0.0153123004076076
"124",0.991868325359583,0.00813167464041709
"125",0.998897086271778,0.00110291372822247
"126",0.760089200808751,0.239910799191249
"127",0.957613247757541,0.0423867522424591
"128",0.907896224908078,0.0921037750919218
"129",0.999078784206463,0.000921215793537211
"130",0.926957123052218,0.073042876947782
"131",0.989416849134957,0.010583150865043
"132",0.00599170999359522,0.994008290006405
"133",0.998010164244852,0.00198983575514766
"134",0.00133486014598394,0.998665139854016
"135",0.986840108908736,0.0131598910912636
"136",0.878057550652259,0.121942449347741
"137",0.967828488081478,0.0321715119185219
"138",0.999839655168738,0.000160344831261594
"139",0.522259907866576,0.477740092133424
"140",0.999333756945894,0.000666243054105786
"141",0.997561250092869,0.00243874990713144
"142",0.919836104541667,0.0801638954583329
"143",0.00128118787821863,0.998718812121781
