"","X1","X2"
"1004",0.396,0.604
"1005",0.434,0.566
"1007",0.56,0.44
"1015",0.498,0.502
"1019",0.16,0.84
"1024",0.654,0.346
"1026",0.516,0.484
"1028",0.366,0.634
"1030",0.456,0.544
"1034",0.256,0.744
"1035",0.74,0.26
"1037",0.202,0.798
"1038",0.108,0.892
"1040",0.768,0.232
"1042",0.374,0.626
"1047",0.702,0.298
"1054",0.04,0.96
"1062",0.376,0.624
"1066",0.896,0.104
"1067",0.214,0.786
"1074",0.71,0.29
"1080",0.564,0.436
"1081",0.002,0.998
"1082",0.652,0.348
"1087",0.548,0.452
"1095",0.362,0.638
"1096",0.57,0.43
"1098",0.236,0.764
"1103",0.484,0.516
"1110",0.802,0.198
"1114",0.308,0.692
"1115",0.14,0.86
"1116",0.022,0.978
"1117",0.468,0.532
"1121",0.39,0.61
"1123",0.492,0.508
"1124",0.706,0.294
"1135",0.066,0.934
"1136",0.378,0.622
