"","negative","positive"
"189",9.19005982424892e-11,0.999999999908099
"190",1.011254413541e-10,0.999999999898875
"191",5.53761481114634e-11,0.999999999944624
"201",2.22044604925031e-16,1
"202",1.25684018748018e-10,0.999999999874316
"206",2.22044604925031e-16,1
"207",2.22044604925031e-16,1
"211",5.65426594434371e-11,0.999999999943457
"216",7.02742308789084e-11,0.999999999929726
"220",2.22044604925031e-16,1
"221",2.22044604925031e-16,1
"225",1.62359015121183e-10,0.999999999837641
"231",8.61712923239111e-11,0.999999999913829
"234",2.8369862015154e-10,0.999999999716301
"237",7.53522799712414e-11,0.999999999924648
"241",1.03298369857896e-10,0.999999999896702
"246",7.23879844954922e-11,0.999999999927612
"247",8.05269184667168e-11,0.999999999919473
"250",1.34048550037846e-10,0.999999999865951
"251",1.20619958465795e-10,0.99999999987938
"254",2.22044604925031e-16,1
"258",2.22044604925031e-16,1
"266",2.22044604925031e-16,1
"273",2.22044604925031e-16,1
"275",1.20560117444768e-10,0.99999999987944
"277",7.61122276315973e-11,0.999999999923888
"278",2.47866283054066e-10,0.999999999752134
"283",2.22044604925031e-16,1
"284",2.22044604925031e-16,1
"291",2.22044604925031e-16,1
"295",2.22044604925031e-16,1
"296",0.171862262178501,0.828137737821499
"298",0.455442010122464,0.544557989877536
"307",0.414223642867345,0.585776357132655
"308",4.18756695985678e-10,0.999999999581243
"309",2.93683410923506e-10,0.999999999706317
"313",1.2283474237762e-10,0.999999999877165
"314",1.31590516261326e-10,0.999999999868409
"315",1.45326528588896e-10,0.999999999854673
"317",4.48241443962161e-10,0.999999999551759
"323",1.70684799627452e-10,0.999999999829315
"327",1.20045529072854e-10,0.999999999879954
"329",0.2492694973594,0.7507305026406
"330",0.193822492407882,0.806177507592118
"331",1.59378288344669e-10,0.999999999840622
"336",1.37942879341324e-10,0.999999999862057
"338",1.52399093344968e-10,0.999999999847601
"349",1.13464460049784e-10,0.999999999886536
"350",1.11533560165356e-10,0.999999999888466
"358",1.3038059520909e-10,0.999999999869619
"359",1.70419789391474e-10,0.99999999982958
"363",2.22044604925031e-16,1
"364",2.22044604925031e-16,1
"366",0.20072232472917,0.79927767527083
"389",0.33717199912474,0.66282800087526
"395",1.36067046518917e-10,0.999999999863933
"396",1.49725343234763e-10,0.999999999850275
"398",7.32419680460339e-11,0.999999999926758
"401",2.22044604925031e-16,1
"404",2.05348071879996e-10,0.999999999794652
"409",1.24325327810482e-10,0.999999999875675
"418",8.08434430510374e-11,0.999999999919157
"422",2.22044604925031e-16,1
"425",2.05689243415463e-10,0.999999999794311
"429",4.05496969335672e-10,0.999999999594503
"434",1.93463911557501e-10,0.999999999806536
"436",9.46378531097025e-11,0.999999999905362
"442",2.65335420301938e-10,0.999999999734665
"447",1.88194904104932e-10,0.999999999811805
"449",1.013013006812e-10,0.999999999898699
"452",2.22044604925031e-16,1
"454",4.05295907945913e-10,0.999999999594704
"459",1.39744549265686e-10,0.999999999860255
"461",1.54331658563933e-10,0.999999999845668
"462",1.38871136812213e-10,0.999999999861129
"464",1.52810875064802e-10,0.999999999847189
"466",2.0957990898296e-10,0.99999999979042
"470",7.47143458212918e-11,0.999999999925286
"472",2.22044604925031e-16,1
"476",2.22044604925031e-16,1
"478",2.22044604925031e-16,1
"484",2.22044604925031e-16,1
"486",9.74055280877906e-11,0.999999999902594
"488",1.18371201729417e-10,0.999999999881629
"491",3.92549437400191e-10,0.999999999607451
"493",2.75303668750837e-10,0.999999999724696
"494",1.0426381980011e-10,0.999999999895736
"504",8.04208921678651e-11,0.999999999919579
"508",2.22044604925031e-16,1
"512",8.55453485826274e-11,0.999999999914455
"515",2.22044604925031e-16,1
"518",1.64227076382417e-10,0.999999999835773
"522",2.22044604925031e-16,1
"523",2.22044604925031e-16,1
"528",1.39408484756132e-10,0.999999999860592
"529",1.53402290870019e-10,0.999999999846598
"534",2.12092454709989e-10,0.999999999787908
"536",1.17870047056101e-10,0.99999999988213
"539",7.84382558904895e-11,0.999999999921562
"540",7.05805414114025e-11,0.999999999929419
"541",9.1221474818326e-11,0.999999999908779
"547",1.79324444182782e-10,0.999999999820676
"553",7.50034478969042e-11,0.999999999924997
"561",2.22044604925031e-16,1
"567",1.13141163105013e-10,0.999999999886859
"571",8.42018677005285e-11,0.999999999915798
"574",5.57216495167268e-11,0.999999999944278
"580",2.22044604925031e-16,1
"585",2.32054708781959e-10,0.999999999767945
"590",4.18275636349108e-10,0.999999999581724
"593",9.69138103101841e-11,0.999999999903086
"596",2.22044604925031e-16,1
"597",2.22044604925031e-16,1
"599",3.90568244412748e-10,0.999999999609432
"607",2.22044604925031e-16,1
"616",7.19994064368734e-11,0.999999999928001
"626",2.22044604925031e-16,1
"627",1,2.22044604925031e-16
"628",1,2.22044604925031e-16
"634",1,2.22044604925031e-16
"635",1,2.22044604925031e-16
"639",1,2.22044604925031e-16
"644",1,2.22044604925031e-16
"647",1,2.22044604925031e-16
"648",1,2.22044604925031e-16
"651",0.999999999604965,3.95035193086258e-10
"652",1,2.22044604925031e-16
"656",1,2.22044604925031e-16
"660",0.999999999738451,2.6154942129638e-10
"663",0.99999999982043,1.79570421443221e-10
"683",1,2.22044604925031e-16
"690",0.999999999856586,1.43414364564423e-10
"700",0.999999999890009,1.09991480353955e-10
"702",1,2.22044604925031e-16
"705",0.999999999807962,1.92037726317108e-10
"713",1,2.22044604925031e-16
"715",0.999999999855505,1.44495373603878e-10
"718",1,2.22044604925031e-16
"727",1,2.22044604925031e-16
"734",0.999999999680542,3.19458033571486e-10
"738",0.999999999806515,1.93485241834019e-10
"743",1,2.22044604925031e-16
"747",1,2.22044604925031e-16
"753",1,2.22044604925031e-16
"754",0.999999999823563,1.76436922002716e-10
"758",1,2.22044604925031e-16
"766",0.999999999883183,1.16817376399272e-10
"768",1,2.22044604925031e-16
"770",1,2.22044604925031e-16
"771",0.999999999939741,6.02591511889194e-11
"774",0.999999999922137,7.78627018863071e-11
"784",1,2.22044604925031e-16
"785",1,2.22044604925031e-16
"790",1,2.22044604925031e-16
"792",0.999999999914248,8.57522146022902e-11
"795",0.999999999783945,2.16054748215236e-10
"800",0.999999999856952,1.43048000151908e-10
"803",0.999999999895739,1.04261356809684e-10
"804",1,2.22044604925031e-16
"806",1,2.22044604925031e-16
"811",1,2.22044604925031e-16
"812",1,2.22044604925031e-16
"818",1,2.22044604925031e-16
"821",1,2.22044604925031e-16
"823",1,2.22044604925031e-16
"826",0.999999999824281,1.7571916824072e-10
"829",0.999999999839306,1.60693969502114e-10
"830",0.999999999772948,2.27052139667237e-10
"838",0.999999999734468,2.65531843373247e-10
"843",0.999999999618701,3.81299372935895e-10
"845",0.999999999824194,1.75806361515314e-10
"846",0.999999999804621,1.95378875855948e-10
"849",1,2.22044604925031e-16
"851",1,2.22044604925031e-16
"852",1,2.22044604925031e-16
"859",1,2.22044604925031e-16
"863",0.999999999909135,9.08653823086014e-11
"868",1,2.22044604925031e-16
"876",0.999999999831944,1.6805631064251e-10
"881",1,2.22044604925031e-16
"892",1,2.22044604925031e-16
"893",0.999999999713199,2.86800979206932e-10
"894",1,2.22044604925031e-16
"896",0.99999999992218,7.78196342053879e-11
"897",1,2.22044604925031e-16
"899",0.999999999899447,1.0055314187895e-10
"924",1,2.22044604925031e-16
"934",0.99999999986086,1.39140080543618e-10
"944",0.27951173958486,0.72048826041514
"945",0.280976583567318,0.719023416432682
"946",0.10995004871611,0.89004995128389
"956",0.358375574551465,0.641624425448535
"958",0.142420955752229,0.857579044247771
