"","negative","positive"
"136",4.99122862206368e-52,1
"137",1.01160811599694e-55,1
"138",2.45829375824754e-38,1
"139",6.69273062504568e-21,1
"140",7.92399174011824e-40,1
"141",6.87853435858456e-51,1
"142",2.11277469297079e-27,1
"143",8.34485599637882e-40,1
"144",1.42041522951979e-37,1
"145",2.44331830319686e-33,1
"146",2.51584909815008e-46,1
"147",2.55930987596273e-52,1
"148",9.72447479748529e-37,1
"149",2.52492456682915e-48,1
"150",1.13313647991525e-37,1
"151",4.33613423248219e-55,1
"152",1.44772277441729e-19,1
"153",3.88377060875567e-35,1
"154",2.00482202145634e-31,1
"155",2.031966702099e-51,1
"156",3.35957316837666e-43,1
"157",4.56045694114085e-29,1
"158",2.1693422653156e-32,1
"159",3.32298283931173e-49,1
"160",6.67102757032315e-40,1
"161",5.4613792186713e-24,1
"162",1.94853297166582e-38,1
"163",3.32335706539076e-40,1
"164",4.36330875263899e-33,1
"165",1,2.5805474501732e-20
"166",1,7.22803786668063e-28
"167",1,1.15889591375629e-29
"168",1,7.52566628785779e-25
"169",1,4.25792087729887e-24
"170",1,6.32204483111313e-33
"171",1,7.61935274488695e-24
"172",1,8.43248085861972e-32
"173",1,1.21635105595203e-27
"174",1,1.09965208352824e-28
"175",1,2.67475542601864e-29
"176",1,1.24815570799213e-32
"177",1,1.21915614675067e-28
"178",1,5.13661324666462e-27
"179",1,2.9393136873147e-30
"180",1,1.52488865355639e-31
"181",1,4.65923461544909e-24
"182",1,1.52952310084563e-31
"183",1,4.35936618453826e-36
"184",1,3.06721198791039e-30
"185",1,3.33164635498807e-20
"186",1,2.22336851141103e-29
"187",1,8.45460291811476e-35
"188",1,2.32507195396098e-25
"189",1,2.54272400429122e-31
"190",1,5.11471280360304e-35
"191",1,2.23926758325534e-35
"192",1,1.37341359288084e-25
"193",1,1.83886893561905e-35
"194",1,1.17929895455637e-29
"195",1,7.84131729481577e-23
"196",1,7.42009537194369e-27
"197",1,2.94601931940346e-26
"198",1,2.07259646138561e-28
"199",1,3.2822999843117e-32
"200",1,4.61113219344908e-29
"201",1,1.65371127400908e-37
"202",1,8.18876115626308e-39
"203",1,2.01126948786206e-34
"204",1,7.70658428228148e-29
"205",1,4.68847044875266e-28
"206",1,3.44016472055015e-35
"207",1,4.06774376865347e-33
"208",1,1.15331518893393e-33
"209",1,1.16045312059269e-30
"210",1,2.7048432574022e-24
"211",1,9.0840919542253e-30
"212",1,2.65695363522871e-29
"213",1,1.91906445526261e-30
"214",1,2.17814986507873e-36
"215",1,2.00631691066955e-33
"216",1,2.83301865892826e-33
"217",1,5.02352956154246e-31
"218",1,5.16922235739312e-39
"219",1,3.81708701699571e-34
"220",1,1.56138691281281e-30
"221",1,1.18049232786957e-27
"222",1,4.26883153643875e-33
"223",1,3.77651389339418e-25
"224",1,3.41395158897112e-41
"225",1,8.68888762800675e-29
"226",1,6.77494943186768e-34
"227",1,3.12931425298386e-32
"228",1,3.03730470627861e-28
"229",1,1.01824449502292e-30
"230",1,1.61650116705557e-28
"231",1,2.19132219729443e-41
"232",1,9.87870572111464e-30
"233",1,3.51804623655556e-40
"234",1,8.75841881839398e-31
"235",1,1.73891312137163e-27
"236",1,4.83378971891936e-17
"237",0.999999990441137,9.55886308011157e-09
"238",0.996956000508661,0.00304399949133874
"239",1,2.03778360589907e-20
"240",0.0105310692050229,0.989468930794977
