"","negative","positive"
"800",0.181841006876424,0.818158993123576
"803",0.476026917735264,0.523973082264736
"804",0.207357753869515,0.792642246130485
"806",0.538612438719456,0.461387561280544
"811",0.348305886370592,0.651694113629408
"812",0.0297314543528875,0.970268545647113
"818",0.0847027160512444,0.915297283948756
"821",0.470095847686043,0.529904152313958
"823",0.50334088521296,0.49665911478704
"826",0.136623994608025,0.863376005391975
"829",0.153099597682311,0.846900402317689
"830",0.117537221722652,0.882462778277348
"838",0.0341656414639088,0.965834358536091
"843",0.0160757845296561,0.983924215470344
"845",0.131059023606515,0.868940976393485
"846",0.0764388078301081,0.923561192169892
"849",0.204741786053709,0.795258213946291
"851",0.389582485533967,0.610417514466033
"852",0.752960924443083,0.247039075556917
"859",0.0248587038135108,0.975141296186489
"863",0.193487623955164,0.806512376044836
"868",0.0695573733238723,0.930442626676128
"876",0.0524688091886385,0.947531190811362
"881",0.634455093257243,0.365544906742757
"892",0.0408320874074933,0.959167912592507
"893",0.0726993763480773,0.927300623651923
"894",0.8547737859857,0.1452262140143
"896",0.708376648495241,0.291623351504759
"897",0.473728015089029,0.526271984910971
"899",0.671542317038088,0.328457682961912
"924",0.542062812130003,0.457937187869996
"934",0.0582743834555331,0.941725616544467
"944",0.455519110044876,0.544480889955124
"945",0.176396317008544,0.823603682991456
"946",0.0326948516731664,0.967305148326834
"956",0.451523329148734,0.548476670851266
"958",0.0304988891536512,0.969501110846349
