"","B","M"
"58",0.999695375488033,0.000304624511966778
"59",0.00539346596334622,0.994606534036654
"60",0.870709000984205,0.129290999015795
"61",0.0133439012616796,0.98665609873832
"62",8.17356789324375e-05,0.999918264321068
"63",0.981948637301701,0.0180513626982994
"64",0.000718575862014292,0.999281424137986
"65",0.999960723961922,3.92760380779622e-05
"66",0.0113755228183705,0.988624477181629
"67",0.982756525142261,0.0172434748577386
"68",0.997259106855735,0.00274089314426473
"69",0.999968290783876,3.1709216124165e-05
"70",0.894255809408095,0.105744190591905
"71",0.999805286152547,0.000194713847453287
"72",0.994445374456794,0.00555462554320596
"73",0.000112044249921506,0.999887955750078
"74",0.50523712395765,0.49476287604235
"75",0.00476013772336115,0.995239862276639
"76",0.0846077021985386,0.915392297801461
"77",0.999708865993011,0.000291134006989435
"78",0.000404431690562479,0.999595568309438
"79",0.999894621589273,0.000105378410726664
"80",0.999980316561612,1.96834383882072e-05
"81",7.96202608666086e-06,0.999992037973913
"82",0.984455642953457,0.0155443570465431
"83",0.996921960510783,0.00307803948921659
"84",0.998503375360235,0.00149662463976452
"85",0.999987438738299,1.25612617009052e-05
"86",0.999991380001933,8.6199980668944e-06
"87",0.999994824117644,5.1758823556014e-06
"88",0.999104600334044,0.000895399665955865
"89",0.99986541568619,0.000134584313809527
"90",0.999982278231736,1.77217682639785e-05
"91",1.96766603163256e-05,0.999980323339684
"92",0.995482154571153,0.00451784542884748
"93",0.999938054718127,6.19452818727551e-05
"94",0.999820309900839,0.000179690099160523
"95",0.999952475038487,4.75249615130569e-05
"96",0.00183458884726118,0.998165411152739
"97",5.88420378510035e-05,0.999941157962149
"98",0.877401702924036,0.122598297075964
"99",0.999918670307834,8.13296921662321e-05
"100",0.000107694976927086,0.999892305023073
"101",1.24050588461433e-05,0.999987594941154
"102",0.988562963655444,0.0114370363445564
"103",0.999701006576606,0.000298993423393568
"104",0.999437249925276,0.000562750074723506
"105",0.99820977947397,0.00179022052602995
"106",0.999649674339946,0.000350325660053552
"107",0.998518350121585,0.00148164987841481
"108",0.957473728047907,0.0425262719520928
"109",0.991545369133418,0.00845463086658194
"110",0.99994050143886,5.94985611402921e-05
"111",0.978287950714203,0.0217120492857967
"112",0.989083250983965,0.010916749016035
"113",0.780281284555035,0.219718715444965
"114",0.997964958602494,0.00203504139750632
"115",0.921908323026801,0.0780916769731987
"116",0.999958556482685,4.1443517315054e-05
"117",0.901044529033228,0.098955470966772
"118",0.000355577245999217,0.999644422754001
"119",0.978592320909582,0.0214076790904179
"120",0.99235536740274,0.00764463259726034
"121",0.943022970894054,0.0569770291059458
"122",0.979215779461381,0.0207842205386187
"123",0.994808287315584,0.00519171268441609
"124",0.997615704563012,0.00238429543698804
"125",0.999562845032674,0.00043715496732577
"126",0.941012872378087,0.0589871276219133
"127",0.988159282937631,0.0118407170623694
"128",0.980856168805228,0.0191438311947718
"129",0.999659652935222,0.000340347064778035
"130",0.85604813638674,0.14395186361326
"131",0.995751761586964,0.00424823841303579
"132",0.000874274095914229,0.999125725904086
"133",0.999304662136876,0.000695337863123702
"134",0.00204532675830471,0.997954673241695
"135",0.975582766728585,0.0244172332714148
"136",0.937186840347303,0.0628131596526971
"137",0.868264742920357,0.131735257079643
"138",0.999970284235206,2.97157647940471e-05
"139",0.382020526033592,0.617979473966408
"140",0.999699953548463,0.000300046451536584
"141",0.996454353057008,0.0035456469429922
"142",0.781097899906063,0.218902100093937
"143",0.000120455607441561,0.999879544392558
