"","X1","X2"
"640",0.996,0.004
"642",1,0
"645",1,0
"647",0.854,0.146
"648",1,0
"649",1,0
"651",0.758,0.242
"653",1,0
"657",0.7,0.3
"660",0.988,0.012
"662",0.936,0.064
"665",0.97,0.03
"668",0.922,0.078
"677",0.764,0.236
"680",0.984,0.016
"683",1,0
"685",1,0
"689",0.996,0.004
"695",0.81,0.19
"699",1,0
"700",1,0
"707",1,0
"721",0.978,0.022
"726",1,0
"735",1,0
"737",0.942,0.058
"738",1,0
"742",1,0
"743",0.906,0.094
"746",0.95,0.05
"753",0.804,0.196
"760",0.804,0.196
"763",0.006,0.994
"770",0.01,0.99
"780",0,1
"786",0.024,0.976
"788",0.012,0.988
"793",0.112,0.888
"810",0.044,0.956
"812",0.012,0.988
"818",0.01,0.99
"820",0.012,0.988
"828",0,1
"835",0,1
"839",0.004,0.996
"848",0.05,0.95
"859",0.584,0.416
"860",0.066,0.934
"861",0.006,0.994
"862",0.014,0.986
"867",0,1
"869",0.004,0.996
"877",0,1
"883",0.016,0.984
"888",0,1
"892",0.032,0.968
"900",0.024,0.976
"902",0.026,0.974
"903",0.01,0.99
"907",0.012,0.988
"909",0.05,0.95
"910",0.068,0.932
"913",0.02,0.98
"915",0.14,0.86
"917",0.068,0.932
"918",0.084,0.916
"924",0.028,0.972
"926",0.31,0.69
"931",0.014,0.986
"936",0.048,0.952
"938",0,1
"941",0.078,0.922
"948",0.046,0.954
"949",0.002,0.998
"952",0.008,0.992
"953",0.014,0.986
"957",0.004,0.996
"958",0.024,0.976
"964",0.014,0.986
"968",0.076,0.924
"969",0.046,0.954
"970",0.01,0.99
"971",0.092,0.908
"972",0.002,0.998
"976",0.096,0.904
"981",0.582,0.418
"982",0.154,0.846
"983",0.004,0.996
"984",0,1
"989",0.014,0.986
"993",0.014,0.986
"999",0.002,0.998
"1001",0.01,0.99
"1003",0.008,0.992
"1004",0,1
"1005",0,1
"1006",0.004,0.996
"1007",0.004,0.996
"1012",0.028,0.972
"1013",0.006,0.994
"1014",0.026,0.974
"1016",0.124,0.876
"1018",0.008,0.992
"1026",0.006,0.994
"1027",0.01,0.99
"1028",0.114,0.886
"1030",0.012,0.988
"1035",0.02,0.98
"1036",0.058,0.942
"1038",0.002,0.998
"1041",0.21,0.79
"1042",0.232,0.768
"1049",0,1
"1056",0,1
"1063",0.066,0.934
"1064",0.008,0.992
"1071",0.002,0.998
"1075",0.028,0.972
"1076",0.564,0.436
"1081",0.06,0.94
"1083",0.024,0.976
"1089",0.018,0.982
"1091",0.006,0.994
"1094",0.562,0.438
"1096",0.012,0.988
"1101",0.098,0.902
"1108",0.232,0.768
"1115",0.02,0.98
"1116",0.022,0.978
"1122",0.002,0.998
"1125",0.082,0.918
"1133",0,1
"1134",0,1
"1140",0.002,0.998
"1145",0,1
"1146",0,1
"1147",0.01,0.99
"1155",0.092,0.908
"1161",0.014,0.986
"1162",0.06,0.94
"1164",0.024,0.976
"1165",0.206,0.794
"1173",0.038,0.962
"1181",0.004,0.996
"1184",0.01,0.99
"1199",0,1
"1204",0.036,0.964
"1206",0.002,0.998
"1212",0.08,0.92
"1213",0.014,0.986
"1217",0.052,0.948
"1221",0.002,0.998
"1222",0.02,0.98
"1225",0.558,0.442
"1231",0.008,0.992
"1237",0.004,0.996
"1240",0.018,0.982
"1241",0.022,0.978
"1250",0.004,0.996
"1255",0.01,0.99
"1258",0.046,0.954
"1261",0.004,0.996
"1266",0.012,0.988
"1276",0.006,0.994
"1278",0.106,0.894
"1286",0.236,0.764
"1287",0.222,0.778
"1288",0.002,0.998
"1290",0.01,0.99
"1292",0.02,0.98
"1294",0.004,0.996
"1301",0.008,0.992
"1315",0.002,0.998
"1319",0.016,0.984
"1322",0,1
"1323",0.008,0.992
"1325",0.054,0.946
"1331",0.014,0.986
"1344",0.038,0.962
"1345",0.13,0.87
"1349",0.058,0.942
"1350",0,1
"1357",0.02,0.98
"1359",0.176,0.824
"1365",0.004,0.996
"1372",0.004,0.996
